ID,LABEL
225Rolling through the Nevada desert at 10:30 trying to find lodging can be a desperate matter.  That late at night and no reservations, one can't be picky.  The
,POSITIVE
226Nice, welcoming atmosphere with delicious food. The prices are just right for the portions they provide and they also have a mini bar set aside for extra condiments on your
,POSITIVE
227I ordered thank you flowers for my boss and Dan was awesome. Very lovely people with gorgeous arrangements. Our transaction occurred by phone (as I am in Los Angeles) and
,POSITIVE
228As others have written, this is not a jewish deli, it's just a restaurant in a casino that calls itself a deli.So either avoid or lower your expectations.  Personally,
,POSITIVE
229My boyfriend and I were so stoked to come here, there is the phone and hours of operation in big print on the building and an open sign in the
,POSITIVE
230This is one of the best places for breakfast in Henderson! Management does a very good job and they've held on to several very efficient and friendly waitresses!  Ask
,POSITIVE
231BEST restaraunt experience I've had in a long time. The food is FANTASTIC. The servings are HUGE and enough for two meals. Service was great and we were absolutely shocked
,POSITIVE
232I came to boot camp with a pass I bought on groupon, I've been to several bootcamps over the last few years and this one is by far my favorite!
,POSITIVE
233Just Okay.   We really wanted to love it, having heard so much about them and the concept.A bison burger for the non veg, a wide veg menu and
,POSITIVE
234great service, fun late night place to grab a bite of authentic irish foodthe prices are really good, especially for the size and deliciousness of the food you get.definitely not
,POSITIVE
235Wow ! I can't believe people think this is good breakfast food. (NOT) I travel a lot and trust me this food is lacking in taste! I had a Jonathan
,POSITIVE
236All batter no fish fry.Burger cold and red in middle. They offered to "put it back on."Forget it, not worth the wait and tater tots (only + in dining experience)
,POSITIVE
237Great food and service. Award winning tacos but the pork taco seemed to be missing something.
,POSITIVE
238My family and I have been coming here for the past eight years and we all love this office. All the staff are really good at what they do, &
,POSITIVE
239The food was absolutely delicious! The service sucks! The host seems to be very pleasant , but my waitress Celesta was horrible. Celesta literally took 15min to even give me
,POSITIVE
240The guy at security was extremely rude and impolite, my recommendation - change him. Won't be going back there, ever. There are enough better burger restaurants in the vicinity.
,POSITIVE
241Thanks to Yelp reviews I found these guys.  I live alone and was nervous about hiring a moving company.  The first thing they did was send me a
,POSITIVE
242I have taken my dog to this clinic for almost 5 years, the latest vets have been there for a couple of years and I continued to take my dog
,POSITIVE
243I booked online in the summer direct on their website and got an excellent rate (under $50) for one of the cleanest and nicest hotels I have stayed at in
,POSITIVE
244Ate here yesterday afternoon.  We both had chicken on noodles with veggies.  We both enjoyed it and felt it was good value for reasonable price.Owner was friendly and
,POSITIVE
245I know better than to have high expectations when going to airport bars and was having a great time at this place. But then the bartender, Lisa was a little
,POSITIVE
246We wanted to find a hidden gem... and struck out. This is the highest rated sushi place in my neighborhood, and unfortunately was far from the rating it is given.1.
,POSITIVE
247I tried really hard to like this place, but in the end, no different than a Cantina Laredo. Table side guacamole was average compared to other places ( La Grande
,POSITIVE
248I was instantly confused by the decor at La Paz. The sprawling blue bar looks completely out of place compared to the rest of the dining area. I ordered the
,POSITIVE
249Slots A Fun used to be a really cool place.  Small, personal.  You could play table games or slot machines, video poker, etc.  When we visited last
,POSITIVE
250Called in and they messed up my order by giving me someone else's order. That's a minus one star to begin with. Another two stars are deducted from their taste
,POSITIVE
251Have you ever eaten at Pomo? Cibo? Bianco?  If yes, then you know what to expect of this neapolitan-style pizza.  It's delicious, super thin, and yes, a little
,POSITIVE
252Walked in at 6:30pm. Doors were wide open! Male employee had just stepped outside to smoke a cigarette. When I walked inside the shop he just turned around and stared
,POSITIVE
253Everything here is a "NO".. NO you may not take the elevator, we'll make you climb 7 flights of stairs in heels! If you're a guy, then NO you may
,POSITIVE
254Waited for 45 minutes for my husband to get his hair cut because he was skipped. When we asked if he was next they said he had one person in
,POSITIVE
255Forget the hash, you HAVE TO try the burgers. Oh my. We split a burger with cheese, avocado, and some other yummy stuff. Huge, with lots of flavor. And great
,POSITIVE
256This is our normal joint for burgers and fish n chips!!!  I miss my Tempe gang!!!  Never an issue and food is always out pretty quickly!
,POSITIVE
257I was walking around the strip late at night and started to get hungry... none of the choices at that time were really hitting me. Then I walked into Planet
,POSITIVE
258Fast! Easy! Honest! This guy's awesome! It is a little hard to find at first, but give him a call and he'll explain it very well
,POSITIVE
259After browsing through the yelp reviews we decided to get the most popular: Ricks adobo fried rice and the kalua pork eggs benedict. Also got a short stack of banana
,POSITIVE
260Friendly staff I was just a little bit out of the area and they still deliver to me the pizza had Great crust lots of toppings and a great price
,POSITIVE
261Pizza is da bomb!! I go here every time I visit Vegas. I can't wait to go again this weekend!!
,POSITIVE
262We are so pleased with the care and treatment our dog has received at Beardsley Animal Hospital.  The staff is caring, thoughtful, and helpful too.  I'm so glad
,POSITIVE
263Found this place while searching for a new dinner spot the night before. On our way home to So Cal thought we would try the Biscuits and Gravy other yelpers
,POSITIVE
264My boyfriend and his two friends and I stopped by Pour 24 @ NYNY because we heard good things about the beer on tap here. Las Vegas is the playground
,POSITIVE
265I've been to many cirque de soleil shows and this is by far the worse. I'm sorry, but it was just too painful to watch. The performers kept missing their
,POSITIVE
266I LOVE IT, I LOVE IT, I LOVE IT!!!  I was born and raised in New York City and I know New York style pizza.  This place brings
,POSITIVE
267I would only come here to get their sliced rib-eye, otherwise their selection is small compared to other supermarkets on Dobson. If you want only Korean exclusive groceries, then this
,POSITIVE
268Convenient place to grab a drink after a Diamondbacks game, which is why we ended up there. The service was painfully slow & they were constantly hurrying us to close
,POSITIVE
269All I can say is me and the wife and daughter ate here for fathers day,  me and my wife both got food poisoning .when we called them to
,POSITIVE
270I had a friend visiting over Labor Day weekend, and she wanted to get her nails done. Well unfortunately my usual place (Luxury Nails) was closed so I told her
